artist;id;name;degree
Emanuelle (165690);165690;Emanuelle;4
Banda Eva (14531);14531;Banda Eva;4
Gonzaguinha (243988);243988;Gonzaguinha;4
Marília Mendonça (7068771);7068771;Marília Mendonça;4
Maria Bethânia (15588);15588;Maria Bethânia;4
ANALAGA (14491939);14491939;ANALAGA;4
Atitude 67 (12515948);12515948;Atitude 67;4
Silva (68030);68030;Silva;4
Harmonia Do Samba (211084);211084;Harmonia Do Samba;4
Gloria Groove (9848068);9848068;Gloria Groove;4
Tierry (3126151);3126151;Tierry;4
Agnes Nunes (57548052);57548052;Agnes Nunes;4
Saulo Fernandes (4238050);4238050;Saulo Fernandes;4
Melim (9708982);9708982;Melim;4
Mc Livinho (5918943);5918943;Mc Livinho;4
Jorge Ben Jor (4917);4917;Jorge Ben Jor;4
Luan Santana (1264078);1264078;Luan Santana;4
L7NNON (45663272);45663272;L7NNON;4
Olodum (65531);65531;Olodum;4
Vanessa da Mata (16993);16993;Vanessa da Mata;4
Gilberto Gil (2077);2077;Gilberto Gil;4
Belanova (5839);5839;Belanova;4
Facu Soto (5219361);5219361;Facu Soto;4
Chano (10951342);10951342;Chano;4
Benjamín Amadeo (8656856);8656856;Benjamín Amadeo;4
Fito Páez (4941);4941;Fito Páez;4
Josemi Carmona (1210365);1210365;Josemi Carmona;4
M-Clan (65354);65354;M-Clan;4
Lele (1060358);1060358;Lele;4
Coti (85299382);85299382;Coti;4
Julieta Venegas (4477);4477;Julieta Venegas;4
Pole. (62848662);62848662;Pole.;4
Mónica Cruz (5263481);5263481;Mónica Cruz;4
José Luis Montón (328953);328953;José Luis Montón;4
Bunbury (165055457);165055457;Bunbury;4
Luis gallo (15226905);15226905;Luis gallo;4
Iñaki "Uoho" Anton (8669894);8669894;Iñaki "Uoho" Anton;4
La Banda (255321);255321;La Banda;4
Fernando Egozcue (354340);354340;Fernando Egozcue;4
Kepa Junquera (1505396);1505396;Kepa Junquera;4
Emilio Aragón (491736);491736;Emilio Aragón;4
La Orquesta del Tejado (15226903);15226903;La Orquesta del Tejado;4
Franco Battiato (2850);2850;Franco Battiato;4
J. L. Montón (15226901);15226901;J. L. Montón;4
Rafael Amargo (6306078);6306078;Rafael Amargo;4
Kase.O (346661);346661;Kase.O;4
Yadam (135750);135750;Yadam;4
Rayko B. (109934732);109934732;Rayko B.;4
Javier Márquez (5552138);5552138;Javier Márquez;4
La Orquesta en el Tejado (5414657);5414657;La Orquesta en el Tejado;4
Sara Socas (73742422);73742422;Sara Socas;4
Richard Orlinski (7260060);7260060;Richard Orlinski;4
Dj Joss (172200);172200;Dj Joss;4
Papi Sanchez (42);42;Papi Sanchez;4
Bobby Kimball (126107);126107;Bobby Kimball;4
L. Rayan (160550);160550;L. Rayan;4
Mampi (5906871);5906871;Mampi;4
Outsiders (143678742);143678742;Outsiders;4
Mia Queen (88824602);88824602;Mia Queen;4
Raniel La Memoria (170408017);170408017;Raniel La Memoria;4
Manybeat (870844);870844;Manybeat;4
Ir-Sais (5801364);5801364;Ir-Sais;4
Angela Hunte (4417899);4417899;Angela Hunte;4
J NOA (129656282);129656282;J NOA;4
Dixson Waz (6430950);6430950;Dixson Waz;4
El Jeffrey (1332685);1332685;El Jeffrey;4
El Pastor RD (128568302);128568302;El Pastor RD;4
Calacote (103879462);103879462;Calacote;4
Julian Marley (288296);288296;Julian Marley;4
Kymani Marley (1625609);1625609;Kymani Marley;4
Jencarlos (1346855);1346855;Jencarlos;4
Andys Val (152152582);152152582;Andys Val;4
El Chombo (161721);161721;El Chombo;4
Itawe (6250316);6250316;Itawe;4
Veronica Vega (4988780);4988780;Veronica Vega;4
Salcedo Leyry (49808072);49808072;Salcedo Leyry;4
Nestor Torres (103555);103555;Nestor Torres;4
Toño Rosario (67488);67488;Toño Rosario;4
 (877741);877741;;4
 (690);690;;4
Los Tucanes De Tijuana (192548);192548;Los Tucanes De Tijuana;4
Miriam Cruz (3624511);3624511;Miriam Cruz;4
Ruben Sangre Nueva (175736547);175736547;Ruben Sangre Nueva;4
Orlando Moreno Feo (14751175);14751175;Orlando Moreno Feo;4
El Pekeno (9237672);9237672;El Pekeno;4
Channel (1282278);1282278;Channel;4
La L (52760582);52760582;La L;4
Santii (14386143);14386143;Santii;4
Dei V (95873492);95873492;Dei V;4
Palerrmo (92965722);92965722;Palerrmo;4
Jey G (8363570);8363570;Jey G;4
Xian (1062935);1062935;Xian;4
Josephlee (11064996);11064996;Josephlee;4
Mister Salo and Dennis (10830218);10830218;Mister Salo and Dennis;4
Mister Salo (5418693);5418693;Mister Salo;4
Desolent (83873022);83873022;Desolent;4
Anibal (4082612);4082612;Anibal;4
DidekBeats (12856583);12856583;DidekBeats;4
B (1381667);1381667;B;4
Fifty Vinc (10760436);10760436;Fifty Vinc;4
Sunroi (53849222);53849222;Sunroi;4
Ammie Graves (8602614);8602614;Ammie Graves;4
Calian (70664782);70664782;Calian;4
Sandeville (10273168);10273168;Sandeville;4
Maciel (114033482);114033482;Maciel;4
Kiko Franco (11227090);11227090;Kiko Franco;4
Ada Liz (58522562);58522562;Ada Liz;4
Pump Gorilla (10067436);10067436;Pump Gorilla;4
Vitorio (4820373);4820373;Vitorio;4
Altsiderz (102646032);102646032;Altsiderz;4
Ghabê (59579752);59579752;Ghabê;4
Nick McWilliams (13405717);13405717;Nick McWilliams;4
D-Stroyer (5925821);5925821;D-Stroyer;4
Pirate Snake (62505832);62505832;Pirate Snake;4
AYA (99026892);99026892;AYA;4
Dances With White Girls (1526634);1526634;Dances With White Girls;4
Almanac (508369);508369;Almanac;4
Maggie Szabo (6606638);6606638;Maggie Szabo;4
NUZB (11318932);11318932;NUZB;4
Y&M (161572872);161572872;Y&M;4
Öwnboss (11546917);11546917;Öwnboss;4
Elias Elis (13043965);13043965;Elias Elis;4
SEST (14207509);14207509;SEST;4
Joris de Man (4774400);4774400;Joris de Man;4
Fábio Della (4704500);4704500;Fábio Della;4
Willa (5758201);5758201;Willa;4
Guido (67528542);67528542;Guido;4
Rae (359980);359980;Rae;4
DUX (1244446);1244446;DUX;4
Xamã (4545763);4545763;Xamã;4
FLOW (72645652);72645652;FLOW;4
Orochi (132116092);132116092;Orochi;4
Zelig (503055);503055;Zelig;4
Conan Mac (11277294);11277294;Conan Mac;4
CRÜPO (14149331);14149331;CRÜPO;4
Breaking Beattz (10530385);10530385;Breaking Beattz;4
Mc K9 (1373378);1373378;Mc K9;4
Hy-Dro (10930430);10930430;Hy-Dro;4
Earstrip (5412357);5412357;Earstrip;4
Sarriá (14383073);14383073;Sarriá;4
Fagin (1416813);1416813;Fagin;4
Exotique (1599262);1599262;Exotique;4
Lucas Borchardt (10774428);10774428;Lucas Borchardt;4
Samhara (13240389);13240389;Samhara;4
Hobbs (4447525);4447525;Hobbs;4
Yass (72508);72508;Yass;4
Buzter (11544337);11544337;Buzter;4
Mad Dogz (5326163);5326163;Mad Dogz;4
Vulgo FK (13416889);13416889;Vulgo FK;4
Mc GP (8314106);8314106;Mc GP;4
DJ Matt D (65501912);65501912;DJ Matt D;4
Malifoo (13410317);13410317;Malifoo;4
Menor MC (13686667);13686667;Menor MC;4
The Beach (5606704);5606704;The Beach;4
Deadline (81331);81331;Deadline;4
Carola (9621);9621;Carola;4
Lagum (8222632);8222632;Lagum;4
Lowderz (11227092);11227092;Lowderz;4
Chico Chico (447836);447836;Chico Chico;4
Fran (298004);298004;Fran;4
Maz (BR) (9976144);9976144;Maz (BR);4
Breno Miranda (11140950);11140950;Breno Miranda;4
Victor Lou (5597325);5597325;Victor Lou;4
Samantha Machado (12149714);12149714;Samantha Machado;4
Mandragora (148492);148492;Mandragora;4
Kyra Mastro (62427962);62427962;Kyra Mastro;4
Gilsons (52942802);52942802;Gilsons;4
PEDRO SAMPAIO (50633822);50633822;PEDRO SAMPAIO;4
Natiruts (16124);16124;Natiruts;4
Verk (4101232);4101232;Verk;4
Emy Perez (7852150);7852150;Emy Perez;4
Gabriel Froede (14659093);14659093;Gabriel Froede;4
Tim Hox (10979304);10979304;Tim Hox;4
Ray X Ben (65908382);65908382;Ray X Ben;4
Schillist (14473731);14473731;Schillist;4
Alberto (165014);165014;Alberto;4
Maicol (4388550);4388550;Maicol;4
Dj Towa (10088156);10088156;Dj Towa;4
Dj Peligro (8145442);8145442;Dj Peligro;4
Metrolo (6744047);6744047;Metrolo;4
Gordo Brega (6744045);6744045;Gordo Brega;4
Gabilonia (6744043);6744043;Gabilonia;4
Lolo (178734);178734;Lolo;4
Lito (86805232);86805232;Lito;4
O.G. Black (3240671);3240671;O.G. Black;4
Alberto Stylee (279082);279082;Alberto Stylee;4
Master Joe (1323999);1323999;Master Joe;4
Tony Touch (3889);3889;Tony Touch;4
Jamsha (4324331);4324331;Jamsha;4
Pamela Li (51389322);51389322;Pamela Li;4
Jowell (407644);407644;Jowell;4
Nipo809 (6744443);6744443;Nipo809;4
Kababba (6744441);6744441;Kababba;4
Amperaje (6744049);6744049;Amperaje;4
Anerap (6546305);6546305;Anerap;4
Los Mellos (5799860);5799860;Los Mellos;4
El Pope (5425677);5425677;El Pope;4
Gabylonia (5327555);5327555;Gabylonia;4
X3mo (2477081);2477081;X3mo;4
NJC (891892);891892;NJC;4
Sin Fin (501627);501627;Sin Fin;4
Rey Pirín (269491);269491;Rey Pirín;4
Mexicano (1257579);1257579;Mexicano;4
kalil (1148928);1148928;kalil;4
Wise The Gold Pen (7573910);7573910;Wise The Gold Pen;4
Trebol Clan (8472);8472;Trebol Clan;4
Dj Dicky (1216660);1216660;Dj Dicky;4
SPS la Sorpresa (12797613);12797613;SPS la Sorpresa;4
La Sabiduria (13922357);13922357;La Sabiduria;4
J King El Peluche (128183372);128183372;J King El Peluche;4
Ricko (268528);268528;Ricko;4
El Chuky (74190492);74190492;El Chuky;4
Alpacka Simon (68336262);68336262;Alpacka Simon;4
Lors (5436616);5436616;Lors;4
Alex B (150634);150634;Alex B;4
Lolo En El Microfono (6546299);6546299;Lolo En El Microfono;4
El Yala (129007632);129007632;El Yala;4
Chef Chain (74509732);74509732;Chef Chain;4
Tonton80produciendo (54909342);54909342;Tonton80produciendo;4
Mandrake (297053);297053;Mandrake;4
Yofrangel (12074010);12074010;Yofrangel;4
Nata Record (64599232);64599232;Nata Record;4
El Bra 3.57 (10381206);10381206;El Bra 3.57;4
Yanco Bars (72578522);72578522;Yanco Bars;4
Chiki El De La Vaina (11218152);11218152;Chiki El De La Vaina;4
Frankely MC (50907692);50907692;Frankely MC;4
Rosaly Rubio (64599222);64599222;Rosaly Rubio;4
Los Del Millero (54777522);54777522;Los Del Millero;4
Deivi-N (8941194);8941194;Deivi-N;4
Mayky (5384413);5384413;Mayky;4
Chuky de Lewa (73674722);73674722;Chuky de Lewa;4
Red 6xteen (128478562);128478562;Red 6xteen;4
Kiry Curu (130327712);130327712;Kiry Curu;4
Chapa La Voz Del Patio (81716952);81716952;Chapa La Voz Del Patio;4
El Mega (7988298);7988298;El Mega;4
Los Crazy RD (85344442);85344442;Los Crazy RD;4
Yongel (101784182);101784182;Yongel;4
Onguito Wa (106130312);106130312;Onguito Wa;4
El Don 45 (77013402);77013402;El Don 45;4
Capitan Aloo (85576532);85576532;Capitan Aloo;4
La Greña (75925272);75925272;La Greña;4
Mayimbaso (62445642);62445642;Mayimbaso;4
El Patron Rd (66257642);66257642;El Patron Rd;4
Gran Memin (14783089);14783089;Gran Memin;4
Suazo Baby (87387712);87387712;Suazo Baby;4
Xylon (1401140);1401140;Xylon;4
 (11285980);11285980;;4
La Manta (1647085);1647085;La Manta;4
Tief El Bellaco (13940855);13940855;Tief El Bellaco;4
Bryant Grety (14070467);14070467;Bryant Grety;4
El Chuky De Lewa (57074532);57074532;El Chuky De Lewa;4
Domino Saints (1380591);1380591;Domino Saints;4
Alex A.C (89260592);89260592;Alex A.C;4
Andy Clay (7964138);7964138;Andy Clay;4
Frank Louis (5671673);5671673;Frank Louis;4
Yecko (12905969);12905969;Yecko;4
Otilia (4926583);4926583;Otilia;4
Fredo Bang (10987878);10987878;Fredo Bang;4
El Sica (7009535);7009535;El Sica;4
Jahzel (4661415);4661415;Jahzel;4
Ale Mendoza (4659278);4659278;Ale Mendoza;4
Filarmonick, Lary Over and Jon Z (13963909);13963909;Filarmonick, Lary Over and Jon Z;4
Filarmonick (8876284);8876284;Filarmonick;4
Ronny J (9649016);9649016;Ronny J;4
Lil Tati (89518952);89518952;Lil Tati;4
Sartiboy (59492872);59492872;Sartiboy;4
Carly (1661439);1661439;Carly;4
Mc Pedrinho (5895822);5895822;Mc Pedrinho;4
DM (189713);189713;DM;4
Rodrigo Films (10219670);10219670;Rodrigo Films;4
El Tonto (11913265);11913265;El Tonto;4
Anuel (6500875);6500875;Anuel;4
Adso Alejandro (12329190);12329190;Adso Alejandro;4
Jhon Paul "El Increible" (8309698);8309698;Jhon Paul "El Increible";4
Tayl G (11657341);11657341;Tayl G;4
El Nene La amenaza (5265624);5265624;El Nene La amenaza;4
Kayanco (1572585);1572585;Kayanco;4
Marvin Freddy (1402848);1402848;Marvin Freddy;4
Lennier (11886993);11886993;Lennier;4
Descemer Bueno (1821231);1821231;Descemer Bueno;4
Alex Duvall (10732526);10732526;Alex Duvall;4
Jessy Frank (10870914);10870914;Jessy Frank;4
Mel (96277);96277;Mel;4
Jay Maly (4064474);4064474;Jay Maly;4
Luisin Pro (73608902);73608902;Luisin Pro;4
Srta. Dayana (9394318);9394318;Srta. Dayana;4
Charanga Habanera (147842);147842;Charanga Habanera;4
El Principe (1830851);1830851;El Principe;4
Kimiko (1466101);1466101;Kimiko;4
Enzo La Melodia Secreta (14020209);14020209;Enzo La Melodia Secreta;4
Chocolate (356);356;Chocolate;4
Paulo FG (102645);102645;Paulo FG;4
Jc Karo (6168864);6168864;Jc Karo;4
wow popy (94339592);94339592;wow popy;4
Henry Vera (4987396);4987396;Henry Vera;4
The Yabo (15249393);15249393;The Yabo;4
EL KAMEL (13147221);13147221;EL KAMEL;4
Michel Boutic (97396842);97396842;Michel Boutic;4
Yordy (6785867);6785867;Yordy;4
El Kimiko (14102323);14102323;El Kimiko;4
Mr Vla (4814156);4814156;Mr Vla;4
Leslie Shaw (9694480);9694480;Leslie Shaw;4
Chocolate MC (1385931);1385931;Chocolate MC;4
El brujo music (85251522);85251522;El brujo music;4
DJ Roumy (10160588);10160588;DJ Roumy;4
El Kelly (185966467);185966467;El Kelly;4
Victor Manuelle (8650);8650;Victor Manuelle;4
La K Da King (70510842);70510842;La K Da King;4
DJ Unic (1453230);1453230;DJ Unic;4
Yoani Star (5271461);5271461;Yoani Star;4
El Uniko (1709340);1709340;El Uniko;4
Chamuel (668763);668763;Chamuel;4
Alexander (71187);71187;Alexander;4
El Chulo (1318293);1318293;El Chulo;4
Los 4 (981289);981289;Los 4;4
Eddy K (890897);890897;Eddy K;4
Baby Lores (357491);357491;Baby Lores;4
Dale Pututi (111128792);111128792;Dale Pututi;4
El Chacal (357494);357494;El Chacal;4
Gino Latino Dj (5367425);5367425;Gino Latino Dj;4
Divan (299775);299775;Divan;4
El White (7496654);7496654;El White;4
Nando Pro (1585917);1585917;Nando Pro;4
El Dany (1532846);1532846;El Dany;4
Jose Reyes (1187051);1187051;Jose Reyes;4
EL KEN (1611776);1611776;EL KEN;4
El H2 (13760457);13760457;El H2;4
Mr Manyao (3090521);3090521;Mr Manyao;4
Delirious (78490);78490;Delirious;4
Benny Benny (6512131);6512131;Benny Benny;4
Joy Almanik (132218862);132218862;Joy Almanik;4
Baby Rasta & Gringo (186631);186631;Baby Rasta & Gringo;4
Cirilo El Sakamostro (8434722);8434722;Cirilo El Sakamostro;4
Alex Got (94455412);94455412;Alex Got;4
Falsetto (4100857);4100857;Falsetto;4
El Dominio (14485115);14485115;El Dominio;4
Joy Almanyk (10436908);10436908;Joy Almanyk;4
Polaco (186197);186197;Polaco;4
Hanzel (5387371);5387371;Hanzel;4
Goldy Boy (6611274);6611274;Goldy Boy;4
D-Enyel (9082316);9082316;D-Enyel;4
Laborde El Que Pone Orden (15354303);15354303;Laborde El Que Pone Orden;4
Galindo (4670699);4670699;Galindo;4
Mason (51663412);51663412;Mason;4
Jehza (15246989);15246989;Jehza;4
JKING (983607);983607;JKING;4
Baby Johnny (4736585);4736585;Baby Johnny;4
Doble El Elegido (156515072);156515072;Doble El Elegido;4
El Taiger (10733244);10733244;El Taiger;4
Nekxum (12742301);12742301;Nekxum;4
Sousa (318220);318220;Sousa;4
Ninjiizu (13687939);13687939;Ninjiizu;4
BlackFather Javiah (5057636);5057636;BlackFather Javiah;4
Alejandro Armes (13640295);13640295;Alejandro Armes;4
Cabrera (4360762);4360762;Cabrera;4
Casa De Leones (265298);265298;Casa De Leones;4
Cultura Profética (15274);15274;Cultura Profética;4
Super Yei (4861679);4861679;Super Yei;4
Marconi Impara (12765721);12765721;Marconi Impara;4
El Coyote The Show (75933022);75933022;El Coyote The Show;4
HIts Master Music (121352512);121352512;HIts Master Music;4
Urba Y Rome (5815787);5815787;Urba Y Rome;4
Nesi (1111870);1111870;Nesi;4
El Micha & Jowell & Randy (64760492);64760492;El Micha & Jowell & Randy;4
Ñejo & Dálmata (671073);671073;Ñejo & Dálmata;4
Barbie Rican (15258629);15258629;Barbie Rican;4
Chencho (4826190);4826190;Chencho;4
Maldy (5096310);5096310;Maldy;4
Tito El Bambino (215091);215091;Tito El Bambino;4
THE RUDEBOYS (1380396);1380396;THE RUDEBOYS;4
Kali Uchis (6043160);6043160;Kali Uchis;4
The Rudeboyz (12585386);12585386;The Rudeboyz;4
Mark Poow (131542222);131542222;Mark Poow;4
Joel Melody (73363922);73363922;Joel Melody;4
Chucky 73 (57445862);57445862;Chucky 73;4
JC La Nevula (7179344);7179344;JC La Nevula;4
Pakitin El Verdadero (55027162);55027162;Pakitin El Verdadero;4
Jeison El Mono (9446322);9446322;Jeison El Mono;4
La Nueva Escuela (4508700);4508700;La Nueva Escuela;4
Martin Lora (63099982);63099982;Martin Lora;4
Rc La Sensacion (7922216);7922216;Rc La Sensacion;4
Ognvndo (112527922);112527922;Ognvndo;4
Jey Brown (10142068);10142068;Jey Brown;4
Villanosam (301887);301887;Villanosam;4
Tito El Artezano (87938482);87938482;Tito El Artezano;4
Nino Freestyle, Tito El Artezano & Leo RD (87938492);87938492;Nino Freestyle, Tito El Artezano & Leo RD;4
Akim (1272748);1272748;Akim;4
Flow Letal (105667352);105667352;Flow Letal;4
Tito Flow (15234587);15234587;Tito Flow;4
Sin Freno (6721841);6721841;Sin Freno;4
Romano Exponente (9446320);9446320;Romano Exponente;4
Gatillero 23 (64903552);64903552;Gatillero 23;4
Tato el X5 (14102831);14102831;Tato el X5;4
El Perfect (10390802);10390802;El Perfect;4
Jota Efe (4612921);4612921;Jota Efe;4
El Jodon (10396886);10396886;El Jodon;4
Tapia el Sicario (54478802);54478802;Tapia el Sicario;4
Mandrake El Malocorita (10961112);10961112;Mandrake El Malocorita;4
Chelsy (181148);181148;Chelsy;4
Eltiraletra (114885262);114885262;Eltiraletra;4
Beyako Rap (93769072);93769072;Beyako Rap;4
Yeo Freko (104744232);104744232;Yeo Freko;4
Yomil y El Dany (8807168);8807168;Yomil y El Dany;4
D Legion (13438891);13438891;D Legion;4
Adriel Favela (4462268);4462268;Adriel Favela;4
The Secret Panda (13507141);13507141;The Secret Panda;4
Engel Montaz (10669537);10669537;Engel Montaz;4
Julito (5983752);5983752;Julito;4
Chen (12639147);12639147;Chen;4
Cromo X (4984372);4984372;Cromo X;4
Tory Lanez y Farruko (109768392);109768392;Tory Lanez y Farruko;4
C.H. (1409315);1409315;C.H.;4
Endo (89162302);89162302;Endo;4
Pouliryc (6605228);6605228;Pouliryc;4
Jo Mersa Marley (10199316);10199316;Jo Mersa Marley;4
Marko Silva (13895521);13895521;Marko Silva;4
Mc Bin Laden (6941559);6941559;Mc Bin Laden;4
Foreign Teck (10655385);10655385;Foreign Teck;4
Ñengo Flow and Bryant Myers (12207182);12207182;Ñengo Flow and Bryant Myers;4
Moly (104690);104690;Moly;4
Young Blade (4442158);4442158;Young Blade;4
Lolo el Microfono (8595108);8595108;Lolo el Microfono;4
Ariel Kelly (375643);375643;Ariel Kelly;4
La Boveda RD (121666452);121666452;La Boveda RD;4
JS Producer (88492162);88492162;JS Producer;4
El Experimento Macgyver (76533012);76533012;El Experimento Macgyver;4
Young Gatillo (84975912);84975912;Young Gatillo;4
Albert Diamond (10734870);10734870;Albert Diamond;4
Nico Clinico & Secreto "El Famoso Biberon" (85604602);85604602;Nico Clinico & Secreto "El Famoso Biberon";4
Nico Clinico (5277769);5277769;Nico Clinico;4
Arlene MC (13677663);13677663;Arlene MC;4
TRAMPA BILLONE (112214142);112214142;TRAMPA BILLONE;4
Davis Daniel (2068051);2068051;Davis Daniel;4
El Bebo el Negro (107111352);107111352;El Bebo el Negro;4
Musicologo (6564153);6564153;Musicologo;4
Teno el Melodico (5404173);5404173;Teno el Melodico;4
Lr Ley Del Rap (5040368);5040368;Lr Ley Del Rap;4
Migueltom (6780623);6780623;Migueltom;4
Baby mc (59932032);59932032;Baby mc;4
El Bloonel (53692702);53692702;El Bloonel;4
El Fecho (14906583);14906583;El Fecho;4
DJ Nelson (185943);185943;DJ Nelson;4
Secreto “El Famoso Biberon” (14797281);14797281;Secreto “El Famoso Biberon”;4
Jacool (2136671);2136671;Jacool;4
Manyao (5518017);5518017;Manyao;4
Mr. Perez (5451311);5451311;Mr. Perez;4
Menor Menor (11603585);11603585;Menor Menor;4
Alexio (1405335);1405335;Alexio;4
Lisux (12238560);12238560;Lisux;4
La Momia (14047657);14047657;La Momia;4
Gotay (4578476);4578476;Gotay;4
Dexian (51489522);51489522;Dexian;4
Roke Mr Chanty (14453341);14453341;Roke Mr Chanty;4
Raven (78452442);78452442;Raven;4
Osquel (10965684);10965684;Osquel;4
DVICE (1018992);1018992;DVICE;4
Neutro Shorty (9480512);9480512;Neutro Shorty;4
Yannc (12433522);12433522;Yannc;4
Paulino Rey (12477782);12477782;Paulino Rey;4
Öken (4062938);4062938;Öken;4
Ele A (9977802);9977802;Ele A;4
Andiel (13277059);13277059;Andiel;4
Tommy Boysen (10382944);10382944;Tommy Boysen;4
Malito Malozo, Tommy Boysen, Casper Magico, Tommy Boysen & Casper Magico (79319652);79319652;Malito Malozo, Tommy Boysen, Casper Magico, Tommy Boysen & Casper Magico;4
Malito Malozo (15156855);15156855;Malito Malozo;4
Marvel Boy (53363292);53363292;Marvel Boy;4
Omy de Oro (53027212);53027212;Omy de Oro;4
Lyan (5195780);5195780;Lyan;4
Dj Kazzanova (1319074);1319074;Dj Kazzanova;4
Los Fantastikos (6808661);6808661;Los Fantastikos;4
Kameo & Ritmo Raid (14271117);14271117;Kameo & Ritmo Raid;4
John Jay (1688586);1688586;John Jay;4
Jena Rose (11365746);11365746;Jena Rose;4
Chanell (2723541);2723541;Chanell;4
Gotay "El Autentiko" (4893530);4893530;Gotay "El Autentiko";4
D.Ozi (4961597);4961597;D.Ozi;4
Green Cookie (10250216);10250216;Green Cookie;4
Revol (4733216);4733216;Revol;4
Dj Willie (4986242);4986242;Dj Willie;4
Carlitos Rossy (1649516);1649516;Carlitos Rossy;4
Chucky73 (57445852);57445852;Chucky73;4
Young Miko (139171932);139171932;Young Miko;4
Flow La Movie (68719442);68719442;Flow La Movie;4
Fresh Bodden (14266559);14266559;Fresh Bodden;4
 (7964912);7964912;;4
 (56133072);56133072;;4
 (53296512);53296512;;4
Carla Morrison (3897051);3897051;Carla Morrison;4
Amerie (391);391;Amerie;4
Natalia Jiménez (1215212);1215212;Natalia Jiménez;4
Taboo (65176);65176;Taboo;4
Plácido Domingo (65759);65759;Plácido Domingo;4
Jon Secada (1467);1467;Jon Secada;4
Julio Iglesias (8750);8750;Julio Iglesias;4
Patricia Sosa (241248);241248;Patricia Sosa;4
Roberto Carlos (7613);7613;Roberto Carlos;4
Performers of Puedes Llegar (4035770);4035770;Performers of Puedes Llegar;4
Meja (6991);6991;Meja;4
Residente (1539580);1539580;Residente;4
La Mari De Chambao (4667083);4667083;La Mari De Chambao;4
Kivitz (8342504);8342504;Kivitz;4
Dj Alpiste (533376);533376;Dj Alpiste;4
Simone Brown (4855947);4855947;Simone Brown;4
Maria Conchita Alonso (337307);337307;Maria Conchita Alonso;4
Tempo (86151732);86151732;Tempo;4
Ilegales (75498);75498;Ilegales;4
J King (301714);301714;J King;4
Chyno Nyno (1748661);1748661;Chyno Nyno;4
Randy nota Loca (5200222);5200222;Randy nota Loca;4
24 (852);852;24;4
Cepillo (5823431);5823431;Cepillo;4
Miguel Angel Cortés (300896);300896;Miguel Angel Cortés;4
Master Legrand (60810412);60810412;Master Legrand;4
Rey Chavez (8565696);8565696;Rey Chavez;4
Genio y Baby Johhny (5339731);5339731;Genio y Baby Johhny;4
Ele A El Dominio, Ñejo and Arcangel featuring Ñengo Flow (13599535);13599535;Ele A El Dominio, Ñejo and Arcangel featuring Ñengo Flow;4
NelFlow (4943848);4943848;NelFlow;4
Lui-G 21+ (4103040);4103040;Lui-G 21+;4
Guelo Star (361257);361257;Guelo Star;4
Yaga (4419186);4419186;Yaga;4
Franco "El Gorilla" (193164);193164;Franco "El Gorilla";4
Flow Mafia (11109502);11109502;Flow Mafia;4
Jonz (1400643);1400643;Jonz;4
Pacho (1455921);1455921;Pacho;4
Kapo (144602552);144602552;Kapo;4
Freestyle Mania (73193522);73193522;Freestyle Mania;4
Hanzel La H (88009072);88009072;Hanzel La H;4
Juliito (70069172);70069172;Juliito;4
Boy Wonder Cf (9559828);9559828;Boy Wonder Cf;4
Luis Enrique (65205);65205;Luis Enrique;4
Jd Pantoja (12756025);12756025;Jd Pantoja;4
Baby Angel (5326779);5326779;Baby Angel;4
Mike Duran (4598171);4598171;Mike Duran;4
Falsetto Y Sammy (5595437);5595437;Falsetto Y Sammy;4
Montana the Producer (5683849);5683849;Montana the Producer;4
RKM y Ken-y (13069637);13069637;RKM y Ken-y;4
Gadiel (1648149);1648149;Gadiel;4
Corina Smith (1576809);1576809;Corina Smith;4
Fanny Lu (80772);80772;Fanny Lu;4
Jochy (4944484);4944484;Jochy;4
Lito Kirino (9412092);9412092;Lito Kirino;4
Santana the Golden Boy (5684021);5684021;Santana the Golden Boy;4
Felipe Peláez (460250);460250;Felipe Peláez;4
Dowba Montana (13955085);13955085;Dowba Montana;4
Nakary (14897771);14897771;Nakary;4
Jomarly Cabelina (151592492);151592492;Jomarly Cabelina;4
Bad Bunny & Arcangel (11388466);11388466;Bad Bunny & Arcangel;4
Trap Capos (14393427);14393427;Trap Capos;4
Darkiel (8834928);8834928;Darkiel;4
Baby Rasta (14061);14061;Baby Rasta;4
Alexio La Bruja (12228782);12228782;Alexio La Bruja;4
Joniel El Lethal (11228722);11228722;Joniel El Lethal;4
Emig LV (13394897);13394897;Emig LV;4
Sixto Rein (5523075);5523075;Sixto Rein;4
Gammy (4828821);4828821;Gammy;4
Joniel (4903603);4903603;Joniel;4
Ele A El Dominio (13209035);13209035;Ele A El Dominio;4
Benny Benni (6549099);6549099;Benny Benni;4
I-Octane (278418);278418;I-Octane;4
Yomo (186191);186191;Yomo;4
искусство (139599392);139599392;искусство;4
blink-182 (409);409;blink-182;4
Little Ricky ZR3 (100811852);100811852;Little Ricky ZR3;4
Killer Mike (387166);387166;Killer Mike;4
What So Not (1466494);1466494;What So Not;4
Ski Mask the Slump God (11347866);11347866;Ski Mask the Slump God;4
Little Big (4606326);4606326;Little Big;4
Whethan (10668247);10668247;Whethan;4
Eden Prince (8683360);8683360;Eden Prince;4
Christian-Pierre La Marca (1206649);1206649;Christian-Pierre La Marca;4
Dave Okumu (4494699);4494699;Dave Okumu;4
Nora Van Elken (13509381);13509381;Nora Van Elken;4
